"Componente_ID","Fila_Alcance_Origen","Bloque","Frente","Metadata_Tipo","Objeto","Componente_API","Componente_Label","Estado_Git","Estado_Partial","Coincide_Git_Partial","Estado_Activo","Asignacion_Actual","RecordType_Relacionado","Referencia_Empresa_Marca","Aplica_PEKING","Exclusivo_Usados","Comportamiento_Actual","Accion_Potencial","Clasificacion","Dependencia","Bloqueo","Responsable_Definicion","Evidencia_Encontrada","Evidencia_Requerida","Prueba_Positiva_Requerida","Prueba_Negativa_Requerida","Nivel_Confianza","Notas"
"S3-0-B7-QA-002","S3C-B07-08","7","Quick Actions","QuickAction","Quote","Quote.BMW_Duplicar_Partidas_de_Presupuesto","Duplicar partidas de presupuesto","NO_EXISTE","EXISTE","NO_COMPARABLE","EXPOSICION_NO_DEMOSTRADA","Objetivo Flow: BMW_DuplicaPartidasDePresupuesto","Pendiente de exposición en layout/página","Prefijo legacy BMW; dependencia Comportamiento del Flow con Empresa","Por determinar","No","Invoca Flow BMW_DuplicaPartidasDePresupuesto","Validar reutilización o variante sin duplicar automáticamente","PENDIENTE_EVIDENCIA","Comportamiento del Flow con Empresa","Definición o evidencia pendiente","Equipo técnico","List Metadata y retrieve temporal individual 2026-08-06","Exposición, ejecución con datos oficiales y evidencia visual","Ejecutar acción con Empresa explícita y configuración válida","Bloquear configuración ausente y evitar fallback a otra Empresa","ALTO","No se modificó la acción ni su Flow/Visualforce."
"S3-0-B7-QA-003","S3C-B07-09","7","Quick Actions","QuickAction","Quote","Quote.BMW_ImportarPlantilla","Importar plantilla presupuesto","NO_EXISTE","EXISTE","NO_COMPARABLE","EXPOSICION_NO_DEMOSTRADA","Objetivo Flow: BMW_ImportarPlantilla","Pendiente de exposición en layout/página","Prefijo legacy BMW; dependencia Plantillas oficiales y Flow de Sprint 2","Sí","No","Invoca Flow BMW_ImportarPlantilla","Validar reutilización o variante sin duplicar automáticamente","SOLO_VALIDACION","Plantillas oficiales y Flow de Sprint 2","Definición o evidencia pendiente","Negocio / QA","List Metadata y retrieve temporal individual 2026-08-06","Exposición, ejecución con datos oficiales y evidencia visual","Ejecutar acción con Empresa explícita y configuración válida","Bloquear configuración ausente y evitar fallback a otra Empresa","ALTO","No se modificó la acción ni su Flow/Visualforce."
"S3-0-B7-QA-004","S3C-B07-10","7","Quick Actions","QuickAction","WorkOrder","WorkOrder.BMW_CambiarMoneda","Cambiar moneda - BETA","NO_EXISTE","EXISTE","NO_COMPARABLE","EXPOSICION_NO_DEMOSTRADA","Objetivo VisualforcePage: BMW_ChangeCurrency","Pendiente de exposición en layout/página","Prefijo legacy BMW; dependencia Monedas y Pricebooks oficiales","Sí","No","Invoca VisualforcePage BMW_ChangeCurrency","Validar reutilización o variante sin duplicar automáticamente","BLOQUEADO_NEGOCIO","Monedas y Pricebooks oficiales","Definición o evidencia pendiente","Negocio","List Metadata y retrieve temporal individual 2026-08-06","Exposición, ejecución con datos oficiales y evidencia visual","Ejecutar acción con Empresa explícita y configuración válida","Bloquear configuración ausente y evitar fallback a otra Empresa","ALTO","No se modificó la acción ni su Flow/Visualforce."
"S3-0-B7-QA-005","S3C-B07-11","7","Quick Actions","QuickAction","WorkOrder","WorkOrder.BMW_ImportarPlantilla","Importar plantilla de OT","NO_EXISTE","EXISTE","NO_COMPARABLE","EXPOSICION_NO_DEMOSTRADA","Objetivo Flow: BMW_Importar_Plantilla_Orden_de_Trabajo","Pendiente de exposición en layout/página","Prefijo legacy BMW; dependencia Catálogos, servicios y taller","Sí","No","Invoca Flow BMW_Importar_Plantilla_Orden_de_Trabajo","Validar reutilización o variante sin duplicar automáticamente","BLOQUEADO_NEGOCIO","Catálogos, servicios y taller","Definición o evidencia pendiente","Negocio","List Metadata y retrieve temporal individual 2026-08-06","Exposición, ejecución con datos oficiales y evidencia visual","Ejecutar acción con Empresa explícita y configuración válida","Bloquear configuración ausente y evitar fallback a otra Empresa","ALTO","No se modificó la acción ni su Flow/Visualforce."
"S3-0-B9-VR-001","S3C-B09-01","9","Validation Rules","ValidationRule","Opportunity","Opportunity.AprobadorModificaDescuento","AprobadorModificaDescuento","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto Opportunity","Según fórmula: sin RT explícito","DescuentoAprobado__c","Por determinar","No","Fórmula inspeccionada: AND(ISCHANGED(DescuentoAprobado__c),\nDescuentoAprobado__c,\nAprobador_Usuario__c != 'Todos',\nAprobador_Usuario__c !=  $User.Id \n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-002","S3C-B09-01","9","Validation Rules","ValidationRule","Opportunity","Opportunity.BMW_OportunidadCerradaGanada","BMW_OportunidadCerradaGanada","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto Opportunity","Según fórmula: BMW, Kawasaki, MINI, Motorrad, Polaris","Descuento_Total_Moneda__c, Descuento_Total__c, Descuentos__c, descuento_Regalias__c, descuento_extras__c, descuento_vehiculos_total__c","Por determinar","No","Fórmula inspeccionada: AND(\nNOT(OR(\n        $Profile.Name = 'System Administrator',\n        $Profile.Name = 'Administrador del sistema'\n    )),\n $User.Email<> '[referencia fija omitida]',\nNOT(ISCHANGED(isLocked__c)),\nNOT(ISCHANGED(alertEmail__c)),\nNOT(ISCHANGED(creadaOTReserva__c)),\nNOT(ISCHANGED(modificadaDeQuote__c)),\nNOT(ISCHANGED(FechaUltimoCambioEtapa__c)),\nNOT(ISCHANGED(Costo_Total_de_la_Oportunidad__c)),\nNOT(ISCHANGED(Descuento_Total_Moneda__c)),\nNOT(ISCHANGED(Descuento_Total__c)),\nNOT(ISCHANGED(Monto_en_Mano_de_Obra__c)),\nNOT(ISCHANGED(Monto_en_materiales__c)),\nNOT(ISCHANGED(Monto_en_Subcontrato__c)),\nNOT(ISCHANGED(Montorecibototal__c)),\nNOT(ISCHANGED(Precio_total_de_listas__c)),\nNOT(ISCHANGED(Regal_as__c)),\nNOT(ISCHANGED(SumaCostoTotal__c)),\nNOT(ISCHANGED(SumaPrecioFacturacion__c)),\nNOT(ISCHANGED(SumaListaPrecio__c)),\nNOT(ISCHANGED(Sumatoria_de_Descuentos__c)),\nNOT(ISCHANGED(Total_Costo_Fijo_Softland__c)),\nNOT(ISCHANGED(MontodeExtras__c)),\nNOT(ISCHANGED(MontodeRegalias__c)),\nNOT(ISCHANGED(Valor_descuento_vehiculos_total__c)),\nNOT(ISCHANGED(ValorTotal__c)),\nNOT(ISCHANGED(Valor_total_descuento_extras__c)),\nNOT(ISCHANGED(Valor_total_descuento_Regalias__c)),\nNOT(ISCHANGED(JefeSucursal__c)),\nNOT(ISCHANGED(GerenteSucursal__c)),\nNOT(ISCHANGED(NombreProducto__c)),\nNOT(ISCHANGED(Plazo_Maximo__c)),\nisLocked__c,\nOR(RecordType.Name = 'BMW',\nRecordType.Name = 'Kawasaki',\nRecordType.Name = 'MINI',\nRecordType.Name = 'Polaris',\nRecordType.Name = 'Motorrad'\n)\n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-003","S3C-B09-01","9","Validation Rules","ValidationRule","Opportunity","Opportunity.Cambiar_a_Finalizado_Descuento","Cambiar_a_Finalizado_Descuento","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Regla del objeto Opportunity","Según fórmula: BMW, MINI","DescuentoAprobado__c, Descuento_rechazado__c","Sí","No","Fórmula inspeccionada: AND(\n  NOT(CONTAINS($Profile.Name, ""Admin"")),\n  ISPICKVAL(StageName, ""Finalizado""),\n  OR(\n    $RecordType.DeveloperName = ""BMW"",\n    $RecordType.DeveloperName = ""MINI""\n  ),\n  NOT(ISBLANK(Aprobador__c)),\n  Aprobador__c <> ""Vendedor"",\n  OR(\n    NOT(DescuentoAprobado__c),\n    Descuento_rechazado__c\n  )\n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","BLOQUEADO_NEGOCIO","Política de descuentos/centros de costo y Record Types","Criterio PEKING no confirmado","Negocio","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-004","S3C-B09-01","9","Validation Rules","ValidationRule","Opportunity","Opportunity.NoModificaAprobador","NoModificaAprobador","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto Opportunity","Según fórmula: sin RT explícito","Sin referencia nominal explícita","Por determinar","No","Fórmula inspeccionada: AND(ISCHANGED(Aprobador__c),NOT(ISCHANGED(Aprobador_Flujo__c)))","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-005","S3C-B09-01","9","Validation Rules","ValidationRule","Opportunity","Opportunity.OfertaDescuentoNoAprobado","OfertaDescuentoNoAprobado","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto Opportunity","Según fórmula: sin RT explícito","DescuentoAprobado__c","Por determinar","No","Fórmula inspeccionada: AND( RecordType.Name != 'Taller',\nISPICKVAL ( StageName , ""Oferta"" ), DescuentoAprobado__c = False)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-006","S3C-B09-04","9","Validation Rules","ValidationRule","Product2","Product2.No_permita_mas_del_descuento_maximo","No_permita_mas_del_descuento_maximo","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto Product2","Según fórmula: sin RT explícito","Descuento__c","Por determinar","No","Fórmula inspeccionada: procentajeMargenMaximo__c <  porcentajeDescuento__c","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-007","S3C-B09-02","9","Validation Rules","ValidationRule","Quote","Quote.CentrodeCostoLlenoCuandoCostoFijo","CentrodeCostoLlenoCuandoCostoFijo","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Regla del objeto Quote","Según fórmula: sin RT explícito","Centro_de_Costo__r","Por determinar","No","Fórmula inspeccionada: AND(\n    BMW_CostoFijo__c = TRUE,\n    ISBLANK(Centro_de_Costo__r.Id) \n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-008","S3C-B09-02","9","Validation Rules","ValidationRule","Quote","Quote.PresupuestoCostoFijoEmpleado","PresupuestoCostoFijoEmpleado","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Regla del objeto Quote","Según fórmula: sin RT explícito","Sin referencia nominal explícita","Por determinar","No","Fórmula inspeccionada: AND(BMW_CostoFijo__c = TRUE, Precio_empleado__c = TRUE)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","SOLO_VALIDACION","Política de descuentos/centros de costo y Record Types","QA y aplicabilidad pendientes","Negocio / QA","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-009","S3C-B09-03","9","Validation Rules","ValidationRule","WorkOrder","WorkOrder.BMW_Centro_de_Costos_Obligatorio","BMW_Centro_de_Costos_Obligatorio","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Regla del objeto WorkOrder","Según fórmula: sin RT explícito","CentroDeCosto__c","Por determinar","No","Fórmula inspeccionada: AND( ISPICKVAL(tipoDeGasto__c , 'Interno'),\nBMW_CentroDeCosto__c == NULL,\nISCHANGED(tipoDeGasto__c)\n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","BLOQUEADO_NEGOCIO","Política de descuentos/centros de costo y Record Types","Criterio PEKING no confirmado","Negocio","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."
"S3-0-B9-VR-010","S3C-B09-03","9","Validation Rules","ValidationRule","WorkOrder","WorkOrder.reglaaprobacioncentroDeCosto","reglaaprobacioncentroDeCosto","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Regla del objeto WorkOrder","Según fórmula: sin RT explícito","Centro_de_Costos__c","Por determinar","No","Fórmula inspeccionada: AND(\n    ISCHANGED(controlField__c),\n    $User.Id <> Aprobador_Centro_de_Costos__c\n)","Definir aplicabilidad y probar; no activar ni modificar en S3-0","BLOQUEADO_NEGOCIO","Política de descuentos/centros de costo y Record Types","Criterio PEKING no confirmado","Negocio","Tooling API y retrieve temporal individual 2026-08-06","Criterio aprobado, estado esperado y evidencia QA","Caso que debe guardar o avanzar sin disparar la regla","Caso que debe bloquearse con mensaje esperado","ALTO","Una regla inactiva no se clasificó automáticamente como NO_APLICA."

"S3-0-B9-ROL-013","S3C-B09-08","9","Roles","Role","UserRole","Vendedores_Autos","Vendedores Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Jefe_de_Ventas_Autos; usuarios activos observados: 24","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad."
"S3-0-B9-ROL-014","S3C-B09-08","9","Roles","Role","UserRole","Vendedores_Motos","Vendedores Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Jefe_de_Ventas_Motos; usuarios activos observados: 10","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad."
"S3-0-B9-ROL-015","S3C-B09-08","9","Roles","Role","UserRole","View_All","Admin - View All","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: raíz; usuarios activos observados: 12","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad."
"S3-0-B11-CMDT-001","S3C-B11-01","11","Custom Metadata","CustomMetadata","RM_Config__mdt","RM_Config.Default_Price_List_VN","Default Price List VN","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Consumidor: RM_VN_CambiarVehiculo_Ctrl; RM_VN_Service","","Descripcion__c=; Description__c=Nombre de la lsiatde precios default para vehiculos nuevos, se utiliza en los componentes al seleccionar inventario; Perfiles__c=; Value__c=Bavarian Dólar","Sí","No","Valores funcionales no sensibles recuperados; RM_VN_CambiarVehiculo_Ctrl; RM_VN_Service","Validar funcionalmente; no modificar en S3-0","BLOQUEADO_NEGOCIO","Pricebook VN oficial y estrategia por Empresa","Decisión o QA pendiente","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
